#separator:tab
#html:false
#tags column:6
#deck:German Advanced (2001-3000)
normalerweise	normally	Normalerweise bin ich pünktlich.			lernflow
Motiv	motive	Das Motiv des Gemäldes ist die Natur.			lernflow
Auswahl	choice	Die Auswahl im Supermarkt ist groß.			lernflow
markieren	to mark	Er hat die Stelle im Buch markiert.			lernflow
mehrfach	multiple	Er wurde schon mehrfach ausgezeichnet.			lernflow
Rang	standing	Er hat einen hohen Rang in der Firma.			lernflow
herausfinden	to find out	Er findet die Wahrheit heraus.			lernflow
nahezu	nearly	Die Aufgabe ist nahezu fertig.			lernflow
benennen	to name	Er benennt die wichtigsten Punkte.			lernflow
Schrift	script	Die alte Schrift war schwer zu lesen.			lernflow
Silbe	syllable	Die Betonung liegt auf der ersten Silbe.			lernflow
Anstieg	rise	Der Anstieg der Preise war erwartet.			lernflow
Kurve	curve	Die Kurve war gefährlich scharf.			lernflow
Auftritt	appearance	Sein Auftritt auf der Bühne war kurz.			lernflow
integrieren	to integrate	Wir müssen alle Systeme integrieren.			lernflow
Saga	saga	Die Saga erzählt von mutigen Helden.			lernflow
anmelden	to register	Er meldete sich für den Wettbewerb an.			lernflow
gerecht	just	Eine gerechte Lösung wurde gefunden.			lernflow
unendlich	endless	Die Möglichkeiten scheinen unendlich.			lernflow
Bundestag	Bundestag	Der Bundestag debattierte stundenlang.			lernflow
literarisch	literary	Sein Werk hat hohen literarischen Wert.			lernflow
Bewusstsein	consciousness	Das Bewusstsein kehrte zurück.			lernflow
Stiftung	foundation	Die Stiftung fördert viele Projekte.			lernflow
Erhöhung	increase	Die Erhöhung der Preise trifft alle.			lernflow
GmbH	limited liability company	Die GmbH wurde 1995 gegründet.			lernflow
ungewöhnlich	unusual	Die Architektur ist sehr ungewöhnlich.			lernflow
Anforderung	requirement	Die Anforderung stellt hohe Ansprüche.			lernflow
männlich	male	Die männlichen Läufer waren schneller.			lernflow
Training	training	Das Training beginnt um acht Uhr.			lernflow
vorgehen	to go on	Bitte gehen Sie vor, ich folge Ihnen.			lernflow
Arbeitslosigkeit	unemployment	Die Arbeitslosigkeit nahm drastisch zu.			lernflow
Brot	bread	Das Brot ist frisch und knusprig.			lernflow
Geburt	birth	Die Geburt verlief ohne Probleme.			lernflow
Hunger	hunger	Der Hunger trieb ihn zum Bäcker.			lernflow
jüdisch	Jewish	Die jüdische Gemeinde feiert heute.			lernflow
Umfeld	milieu	Das Umfeld beeinflusst das Verhalten.			lernflow
allzu	overly	Das ist allzu kompliziert für ihn.			lernflow
Graf	count	Der Graf lebt auf einem großen Anwesen.			lernflow
Indien	India	Indien ist ein faszinierendes Land.			lernflow
lohnen	to be worth it	Es lohnt sich, das Buch zu lesen.			lernflow
optisch	optical	Die optische Illusion verwirrte viele.			lernflow
militärisch	military	Die militärische Strategie war brillant.			lernflow
Mühe	effort	Die Mühe hat sich wirklich gelohnt.			lernflow
unterbrechen	to interrupt	Er unterbrach das Gespräch höflich.			lernflow
grundlegend	basic	Er gab die grundlegenden Anweisungen.			lernflow
Boot	boat	Das Boot schaukelt auf den Wellen.			lernflow
Dutzend	dozen	Ein Dutzend Eier liegen im Korb.			lernflow
zurückziehen	to withdraw	Er zog seine Bewerbung zurück.			lernflow
klopfen	to knock	Er klopfte, aber niemand öffnete.			lernflow
nachweisen	to prove	Er konnte seine Unschuld nachweisen.			lernflow
Wolke	cloud	Eine dunkle Wolke zog über den Himmel.			lernflow
aufmachen	to open	Er machte die Tür ganz leise auf.			lernflow
kennzeichnen	to characterize	Das Gebiet ist deutlich gekennzeichnet.			lernflow
Jugend	youth	Die Jugend von heute ist gut vernetzt.			lernflow
wundern	to be surprised	Er wundert sich über das Ergebnis.			lernflow
Interpretation	interpretation	Die Interpretation ist umstritten.			lernflow
Leber	liver	Die Leber ist ein lebenswichtiges Organ.			lernflow
Stellung	position	Ihre Stellung in der Firma ist sicher.			lernflow
aufheben	to pick up	Er hebt das Buch vom Boden auf.			lernflow
Belastung	load	Die Belastung der Brücke ist sehr hoch.			lernflow
heilig	holy	Das Land ist den Menschen heilig.			lernflow
Umfang	circumference	Der Umfang des Projekts ist groß.			lernflow
Beobachtung	observation	Die Beobachtung ergab neue Erkenntnisse.			lernflow
erfinden	to invent	Er erfindet ständig neue Geschichten.			lernflow
erfordern	to require	Das Projekt erfordert viel Geduld.			lernflow
Gebrauch	use	Der Gebrauch des Werkzeugs war einfach.			lernflow
Landtag	parliament	Der Landtag debattiert über das Gesetz.			lernflow
Verkehr	traffic	Der Verkehr stockte plötzlich.			lernflow
aufhalten	to stop	Sie versuchten, das Auto aufzuhalten.			lernflow
schneiden	to cut	Er schneidet das Brot in Scheiben.			lernflow
Kauf	purchase	Der Kauf wurde schnell abgewickelt.			lernflow
Öl	oil	Das Öl wird aus Oliven gepresst.			lernflow
Betrag	amount	Der Betrag wurde bereits überwiesen.			lernflow
herauskommen	to come out	Das Buch kommt im Herbst heraus.			lernflow
Fahrrad	bicycle	Das Fahrrad steht vor der Tür.			lernflow
Koordination	coordination	Die Koordination war schwierig.			lernflow
Nutzung	use	Die Nutzung von Solarenergie nimmt zu.			lernflow
Park	park	Wir trafen uns im Park zum Picknick.			lernflow
resultieren	to result	Aus Fehlern resultieren oft Probleme.			lernflow
schmecken	to taste	Das Essen schmeckt hervorragend.			lernflow
starren	to stare	Er starrte minutenlang auf das Bild.			lernflow
verpassen	to miss	Er hat den letzten Bus verpasst.			lernflow
vorwerfen	to accuse	Er warf ihm vor, gelogen zu haben.			lernflow
Bauch	belly	Mein Bauch fühlt sich komisch an.			lernflow
Verkauf	sale	Der Verkauf lief besser als erwartet.			lernflow
Vorbereitung	preparation	Die Vorbereitung kostet viel Zeit.			lernflow
ausrichten	to tell	Richte ihr bitte die Änderungen aus.			lernflow
rühren	to stir	Er rührt den Kaffee mit dem Löffel um.			lernflow
Trend	trend	Der Trend geht zu nachhaltiger Mode.			lernflow
aktivieren	to mobilize	Er aktiviert das neue Konto online.			lernflow
Mechanismus	mechanism	Der Mechanismus wurde repariert.			lernflow
Hose	trousers	Die Hose ist viel zu eng geworden.			lernflow
lügen	to (tell a) lie	Er hat über seine Vergangenheit gelogen.			lernflow
ansetzen	to position	Er setzte den Schnitt präzise an.			lernflow
arabisch	Arabian	Das arabische Essen ist köstlich.			lernflow
mischen	to mix	Er mischt die Farben sorgfältig.			lernflow
beruhen	to be based	Die Entscheidung beruht auf Fakten.			lernflow
Japan	Japan	Japan ist bekannt für seine Technik.			lernflow
City	city center	Die City ist heute sehr belebt.			lernflow
Klausur	exam	Die Klausur war schwer, aber machbar.			lernflow
innen	inside	Es ist warm und trocken innen.			lernflow
Membran	membrane	Die Membran filtert das Wasser effektiv.			lernflow
Metall	metal	Das Metall ist schwer und kalt.			lernflow
Netzwerk	network	Das soziale Netzwerk wächst ständig.			lernflow
systematisch	systematic	Das systematische Vorgehen half sehr.			lernflow
Technologie	technology	Die Technologie entwickelt sich schnell.			lernflow
Trennung	separation	Die Trennung fiel beiden schwer.			lernflow
E-Mail	e-mail	Die E-Mail wurde sofort gesendet.			lernflow
mitmachen	to join in	Er macht bei der Challenge mit.			lernflow
Manager	manager	Der Manager traf die Entscheidung.			lernflow
Oma	grandma	Die Oma backt die besten Plätzchen.			lernflow
Umfrage	survey	Die Umfrage zeigt klare Ergebnisse.			lernflow
Operation	operation	Die Operation dauerte drei Stunden.			lernflow
Probe	sample	Die Probe wurde ins Labor geschickt.			lernflow
bedienen	to serve	Er bedient die Maschine mühelos.			lernflow
Mut	courage	Er hat den Mut, die Wahrheit zu sagen.			lernflow
nachhaltig	lasting	Nachhaltige Lösungen wurden gesucht.			lernflow
zusehen	to watch	Sie sieht ihm beim Spielen zu.			lernflow
bevorzugen	to prefer	Er bevorzugt Tee statt Kaffee.			lernflow
hierzu	with it	Hierzu gibt es keine weiteren Fragen.			lernflow
Fischer	fisherman	Der Fischer brachte frischen Fisch.			lernflow
Ruf	reputation	Der Ruf des Adlers hallte durch das Tal.			lernflow
Überlegung	thought	Nach kurzer Überlegung änderte sie sich.			lernflow
Begegnung	encounter	Die Begegnung mit ihm war ein Zufall.			lernflow
Schlag	blow	Der Schlag traf ihn völlig unerwartet.			lernflow
daraufhin	as a result	Daraufhin änderte er seine Meinung.			lernflow
Handlung	action	Die Handlung entwickelt sich langsam.			lernflow
Marke	brand	Die Marke ist weltweit bekannt.			lernflow
angreifen	to attack	Der Hund greift den Eindringling an.			lernflow
finanzieren	to finance	Er finanzierte das Projekt allein.			lernflow
freilich	of course	Freilich, das ist eine gute Idee.			lernflow
Hinsicht	respect	In dieser Hinsicht sind wir uns einig.			lernflow
Schlüssel	key	Der Schlüssel passt ins Schloss.			lernflow
deuten	to point	Er deutet auf das Bild an der Wand.			lernflow
glatt	smooth	Die Straße war nach dem Regen glatt.			lernflow
schrecklich	terrible	Der Unfall war wirklich schrecklich.			lernflow
weich	soft	Das Kissen ist angenehm weich.			lernflow
Klinik	clinic	Die Klinik wurde neu eröffnet.			lernflow
bedeutend	important	Das war eine bedeutende Entdeckung.			lernflow
Organ	organ	Das Organ spielt eine zentrale Rolle.			lernflow
besprechen	to discuss	Sie besprechen die Details des Plans.			lernflow
Oberfläche	surface	Die Oberfläche glänzt in der Sonne.			lernflow
Standort	site	Der Standort bietet viele Vorteile.			lernflow
Zufall	chance	Der Zufall führte uns zusammen.			lernflow
Armee	army	Die Armee marschierte durch die Stadt.			lernflow
kräftig	strong	Er hat einen kräftigen Händedruck.			lernflow
Nerv	nerve	Der Nerv schmerzt bei jeder Bewegung.			lernflow
Niederlage	defeat	Die Niederlage schmerzt ihn tief.			lernflow
Termin	appointment	Der Termin beim Arzt steht fest.			lernflow
angenehm	pleasant	Das angenehme Gespräch endet positiv.			lernflow
Synthese	synthesis	Die Synthese gelang im Labor problemlos.			lernflow
Drama	drama	Das Drama entfaltete sich langsam.			lernflow
Konsum	consumption	Der Konsum von Zucker nimmt zu.			lernflow
Vorschrift	instruction	Die Vorschrift wurde geändert.			lernflow
winzig	tiny	In dem winzigen Raum steht nur ein Bett.			lernflow
Flug	flight	Der Flug dauerte acht Stunden.			lernflow
Holz	wood	Er hackte Holz für den Winter.			lernflow
künstlerisch	artistic	Ihr künstlerischer Stil ist einzigartig.			lernflow
Förderung	support	Die Förderung kam von der Regierung.			lernflow
Impuls	stimulus	Ein starker Impuls bewegte den Pendel.			lernflow
Planung	planning	Die Planung der Reise war schwierig.			lernflow
Verdacht	suspicion	Der Verdacht fiel auf den Nachbarn.			lernflow
vorgeben	to use as an excuse	Er gibt vor, nichts zu wissen.			lernflow
Witz	joke	Er erzählte einen lustigen Witz.			lernflow
aufmerksam	attentive	Der aufmerksame Zuhörer stellte Fragen.			lernflow
Mangel	lack	Es gibt einen Mangel an Wasser.			lernflow
ausführen	to carry out	Er führte die Aufgabe präzise aus.			lernflow
analog	analog	Das analoge System wird ersetzt.			lernflow
befürchten	to fear	Sie befürchten das Schlimmste.			lernflow
hinsichtlich	with regard to	Hinsichtlich dessen bin ich zufrieden.			lernflow
Katze	cat	Die Katze sprang leise auf den Tisch.			lernflow
äußere	outer	Das äußere Tor war verschlossen.			lernflow
Halle	hall	Die Halle war voll mit Menschen.			lernflow
Häufigkeit	frequency	Die Häufigkeit der Ereignisse nimmt zu.			lernflow
Kapital	capital	Das Kapital des Unternehmens wächst.			lernflow
Revolution	revolution	Die Revolution veränderte alles.			lernflow
zuordnen	to assign	Er ordnet die Dateien dem Projekt zu.			lernflow
aussetzen	to suspend	Er musste das Training kurz aussetzen.			lernflow
Lohn	wage	Der Lohn wurde pünktlich überwiesen.			lernflow
Vermögen	assets	Das Vermögen wurde gerecht verteilt.			lernflow
Verwaltung	administration	Die Verwaltung arbeitet effizient.			lernflow
zumal	particularly	Er war nervös, zumal es spät war.			lernflow
Kohlenstoffdioxid	carbon dioxide	Kohlenstoffdioxid ist ein Gas.			lernflow
ordentlich	neat	Das Büro ist immer ordentlich.			lernflow
stoppen	to stop	Er stoppte den Wagen rechtzeitig.			lernflow
Bundeskanzler	federal chancellor	Der Bundeskanzler sprach zur Nation.			lernflow
Rat	advice	Der Rat des Lehrers war hilfreich.			lernflow
Bewohner	inhabitant	Die Bewohner waren freundlich.			lernflow
gewöhnlich	usual	Er führt ein ganz gewöhnliches Leben.			lernflow
großartig	great	Das Konzert war einfach großartig.			lernflow
trainieren	to train	Er trainiert täglich im Fitnessstudio.			lernflow
Variante	variant	Es gibt eine neue Variante des Spiels.			lernflow
Medikament	medicine	Das Medikament wirkt sehr schnell.			lernflow
Ring	ring	Der Ring fiel zu Boden und rollte weg.			lernflow
beliebig	any	Wählen Sie eine beliebige Option aus.			lernflow
HGB	Commercial Code	Das HGB regelt den Handel genau.			lernflow
versetzen	to move	Er wurde nach Berlin versetzt.			lernflow
verurteilen	to condemn	Der Richter verurteilt den Dieb.			lernflow
Vorjahr	previous year	Das Vorjahr brachte gute Ergebnisse.			lernflow
gezielt	targeted	Sie machte einen gezielten Vorschlag.			lernflow
Kommune	municipality	Die Kommune plant neue Wohnprojekte.			lernflow
Mord	murder	Der Mord wurde schnell aufgeklärt.			lernflow
extern	external	Die externe Firma hilft uns weiter.			lernflow
Partie	game	Die Partie endete unentschieden.			lernflow
stetig	constant	Die stetige Verbesserung fiel auf.			lernflow
dumm	stupid	Das war wirklich eine sehr dumme Idee.			lernflow
erwidern	to reply	Er erwidert ihren Gruß höflich.			lernflow
Identität	identity	Seine Identität bleibt unbekannt.			lernflow
Stock	stick	Das Büro ist im dritten Stockwerk.			lernflow
Gefäß	vessel	Das Gefäß war mit Wasser gefüllt.			lernflow
atmen	to breathe	Der Patient atmet tief ein und aus.			lernflow
Milch	milk	Die Milch steht im Kühlschrank.			lernflow
Tiefe	depth	Die Tiefe des Sees ist unbekannt.			lernflow
moralisch	moral	Moralische Fragen wurden besprochen.			lernflow
selbe	same	Er trägt denselben Hut wie gestern.			lernflow
stärken	to strengthen	Er stärkt sein Immunsystem durch Sport.			lernflow
Millimeter	millimeter	Ein Millimeter machte den Unterschied.			lernflow
FDP	FDP	Die FDP strebt eine Steuerreform an.			lernflow
Konsument	consumer	Der Konsument hat hohe Erwartungen.			lernflow
Reform	reform	Die Reform brachte viele Veränderungen.			lernflow
Richter	judge	Der Richter spricht das Urteil.			lernflow
verwandeln	to transform	Er verwandelte das Zimmer in ein Büro.			lernflow
streiten	to quarrel	Sie stritten sich um das Geld.			lernflow
widmen	to dedicate	Sie widmet ihr Leben der Kunst.			lernflow
bereitstellen	to provide	Wir stellen die Mittel bereit.			lernflow
hinterlassen	to leave	Er hat eine Nachricht hinterlassen.			lernflow
analysieren	to analyze	Sie analysiert die Daten sehr genau.			lernflow
Gipfel	peak	Der Gipfel des Berges war schneebedeckt.			lernflow
Nachteil	disadvantage	Der Nachteil ist offensichtlich.			lernflow
versus	versus	Es geht um Team A versus Team B.			lernflow
vertraut	familiar	Er ist mit der Technik vertraut.			lernflow
Baby	baby	Das Baby schläft ruhig in seinem Bett.			lernflow
Sitzung	meeting	Die Sitzung dauert zwei Stunden.			lernflow
sportlich	athletic	Seine sportliche Leistung war top.			lernflow
Wärme	warmth	Die Wärme des Feuers war angenehm.			lernflow
eventuell	possible	Eine eventuelle Lösung wurde diskutiert.			lernflow
Gemeinschaft	community	Die Gemeinschaft arbeitete eng zusammen.			lernflow
kennenlernen	to meet	Er lernte sie auf einer Party kennen.			lernflow
Unternehmer	entrepreneur	Der Unternehmer investierte klug.			lernflow
Dienstleistung	service	Diese Dienstleistung wird oft genutzt.			lernflow
intern	internal	Die internen Daten wurden ausgewertet.			lernflow
Investor	investor	Der Investor plant ein großes Projekt.			lernflow
Periode	period	Die Periode dauerte mehrere Jahre.			lernflow
schriftlich	written	Die schriftliche Aussage war eindeutig.			lernflow
genetisch	genetic	Genetische Merkmale beeinflussen vieles.			lernflow
Einwohner	inhabitant	Der Einwohner verließ die Stadt.			lernflow
testen	to test	Wir haben das System getestet.			lernflow
umgeben	to surround	Das Haus ist von Bäumen umgeben.			lernflow
lebendig	living	Die Stadt ist nachts besonders lebendig.			lernflow
waschen	to wash	Er wäscht das Auto jeden Samstag.			lernflow
Hormon	hormone	Hormone beeinflussen das Verhalten.			lernflow
Lebensmittel	food	Lebensmittel sind teuer geworden.			lernflow
Zeile	line	Schreib eine Zeile in das Buch.			lernflow
belasten	to load	Die Sorgen belasten ihn schwer.			lernflow
braun	brown	Die Blätter sind braun geworden.			lernflow
Ehe	marriage	Ihre Ehe dauert schon seit 20 Jahren.			lernflow
Passagier	passenger	Der Passagier hat seinen Sitz gefunden.			lernflow
Kindheit	childhood	Die Kindheit verbrachte er auf dem Land.			lernflow
Ungarn	Hungary	Ungarn ist ein schönes Reiseziel.			lernflow
Verbraucher	consumer	Der Verbraucher verlangt Qualität.			lernflow
Vielfalt	diversity	Die Vielfalt der Blumen ist erstaunlich.			lernflow
Entschuldigung	apology	Er bot eine Entschuldigung an.			lernflow
flüstern	to whisper	Sie flüstert ihm ein Geheimnis ins Ohr.			lernflow
geradezu	downright	Das war geradezu unmöglich zu lösen.			lernflow
Koalition	coalition	Die Koalition hat sich geeinigt.			lernflow
Mischung	mixture	Die Mischung schmeckt hervorragend.			lernflow
zukünftig	future	Zukünftige Projekte sind geplant.			lernflow
erledigen	to settle	Ich werde das sofort erledigen.			lernflow
Existenz	existence	Die Existenz des Tieres ist bewiesen.			lernflow
Geruch	smell	Der Geruch von Kaffee weckte ihn.			lernflow
herkommen	to come here	Ich weiß nicht genau, wo sie herkommt.			lernflow
Sitz	seat	Der Sitz des Unternehmens ist in Berlin.			lernflow
Serie	series	Die Serie gewann viele Preise.			lernflow
ahnen	to sense	Er ahnte nichts von der Überraschung.			lernflow
Entfernung	distance	Die Entfernung zum Ziel war groß.			lernflow
stützen	to support	Das Gebäude stützt sich auf Pfeiler.			lernflow
Wahrnehmung	perception	Die Wahrnehmung ist subjektiv.			lernflow
Liga	league	Die Liga plant eine neue Saison.			lernflow
Schlaf	sleep	Der Schlaf kommt spät in der Nacht.			lernflow
einschränken	to restrict	Er schränkt seine Ausgaben ein.			lernflow
Kette	chain	Die Kette riss plötzlich unter der Last.			lernflow
Säure	acid	Die Säure reagierte mit dem Metall.			lernflow
Strafe	punishment	Die Strafe folgt auf das Vergehen.			lernflow
Franzose	Frenchman	Der Franzose spricht gut Deutsch.			lernflow
Konzert	concert	Das Konzert endete mit großem Applaus.			lernflow
Kontext	context	Der Kontext ist wichtig für das Verständnis.			lernflow
Transport	transportation	Der Transport verlief reibungslos.			lernflow
abbauen	to reduce	Er baut den alten Schuppen ab.			lernflow
anregen	to encourage	Das Buch regt zum Nachdenken an.			lernflow
aufwachsen	to grow up	Er wuchs in einer kleinen Stadt auf.			lernflow
beherrschen	to control	Er beherrscht die Sprache gut.			lernflow
Island	Iceland	Island ist sehr kalt im Winter.			lernflow
Kreuz	cross	Das rote Kreuz ist ein Symbol der Hilfe.			lernflow
Motor	motor	Der Motor des Autos war defekt.			lernflow
Sendung	broadcast	Die Sendung lief gestern im Fernsehen.			lernflow
Aktie	share	Die Aktie stieg gestern um 5%.			lernflow
höchstens	at most	Es dauert höchstens eine Stunde.			lernflow
trocken	dry	Das Brot ist leider trocken geworden.			lernflow
Ukraine	Ukraine	Die Ukraine ist ein großes Land.			lernflow
Wechselwirkung	interaction	Die Wechselwirkung wurde untersucht.			lernflow
Bibliothek	library	Die Bibliothek hat viele Bücher.			lernflow
ebenda	ibidem	Das Zitat stammt ebenda aus dem Buch.			lernflow
hoffentlich	hopefully	Hoffentlich kommt er pünktlich.			lernflow
Erwachsene	adult	Die Erwachsenen hatten viel Spaß.			lernflow
WM	world championship	Die WM beginnt nächsten Monat in Katar.			lernflow
zurückführen	to attribute	Er führt den Erfolg auf das Team zurück.			lernflow
Bruttoinlandsprodukt	gross domestic product	Das Bruttoinlandsprodukt steigt.			lernflow
friedlich	peaceful	Ein friedlicher Protest fand statt.			lernflow
Verkäufer	salesman	Der Verkäufer bot einen guten Preis an.			lernflow
vernünftig	sensible	Das war eine vernünftige Entscheidung.			lernflow
Matrix	matrix	Die Matrix enthält viele Zahlen.			lernflow
abholen	to get	Sie hat das Paket am Mittag abgeholt.			lernflow
gegenwärtig	present	Die gegenwärtige Lage ist schwierig.			lernflow
Organismus	organism	Der Organismus reagiert schnell.			lernflow
Ressource	resource	Die Ressource wurde nachhaltig genutzt.			lernflow
trauen	to trust	Er traut seinen engsten Freunden.			lernflow
Vorbild	role model	Sie ist ein Vorbild für viele.			lernflow
vorlegen	to present	Er legte seine Ideen dem Team vor.			lernflow
wahnsinnig	insane	Der Verkehr in der Stadt ist wahnsinnig.			lernflow
erstaunlich	astonishing	Ihre erstaunliche Idee wurde umgesetzt.			lernflow
grinsen	to grin	Er grinst schelmisch nach der Frage.			lernflow
Koffer	suitcase	Der Koffer wurde zurückgelassen.			lernflow
emotional	emotional	Das Gespräch wurde sehr emotional.			lernflow
erstellen	to build	Er erstellt eine Liste mit allen Namen.			lernflow
fünfzig	fifty	Fünfzig Leute kamen zur Party.			lernflow
Kugel	ball	Die Kugel rollte über den Tisch.			lernflow
Rad	wheel	Das Rad dreht sich immer schneller.			lernflow
ausbauen	to extend	Er baute das Haus zu einem Hotel aus.			lernflow
anzeigen	to report	Er zeigte den Diebstahl sofort an.			lernflow
Schwerpunkt	focus	Der Schwerpunkt liegt auf Bildung.			lernflow
Überzeugung	conviction	Seine Überzeugung war unerschütterlich.			lernflow
Ableitung	derivation	Die Ableitung der Formel ist schwierig.			lernflow
aussteigen	to get off	Er stieg an der letzten Haltestelle aus.			lernflow
Chromosom	chromosome	Das Chromosom wurde genau untersucht.			lernflow
vergleichbar	comparable	Die Ergebnisse sind kaum vergleichbar.			lernflow
anhören	to listen to	Ich möchte mir seine Meinung anhören.			lernflow
Tonne	ton	Die Tonne ist bis obenhin gefüllt.			lernflow
verleihen	to lend	Die Bibliothek verleiht auch DVDs.			lernflow
Arbeiter	worker	Der Arbeiter begann frühmorgens.			lernflow
Bord	board	Das Gepäck liegt sicher an Bord.			lernflow
entspannen	to relax	Er entspannt sich gerne im Park.			lernflow
kürzlich	recently	Ich habe ihn kürzlich gesehen.			lernflow
beurteilen	to assess	Er beurteilt die Lage kritisch.			lernflow
raten	to advise	Er rät ihm, vorsichtig zu sein.			lernflow
Schnitt	cut	Der Schnitt teilt den Apfel in zwei.			lernflow
wertvoll	valuable	Der Ring war klein, aber sehr wertvoll.			lernflow
Erzähler	storyteller	Der Erzähler fesselte das Publikum.			lernflow
Gold	gold	Das Gold glänzt im Sonnenlicht.			lernflow
umstritten	disputed	Die Entscheidung war umstritten.			lernflow
aufsteigen	to rise (up)	Der Ballon steigt in den Himmel auf.			lernflow
biologisch	biological	Sie kaufen nur biologische Lebensmittel.			lernflow
vielfältig	diverse	Die Auswahl im Laden war vielfältig.			lernflow
wirksam	effective	Das Medikament ist sehr wirksam.			lernflow
überlassen	to leave	Er überließ ihr die Entscheidung.			lernflow
identifizieren	to identify	Er identifizierte die Probleme schnell.			lernflow
Mittelwert	average	Der Mittelwert der Daten ist berechnet.			lernflow
Stil	style	Der Stil des Hauses gefällt mir.			lernflow
Atmosphäre	atmosphere	Die Atmosphäre im Raum war angespannt.			lernflow
Beschäftigung	employment	Er fand schnell eine neue Beschäftigung.			lernflow
hinzufügen	to add	Er fügte eine Bemerkung hinzu.			lernflow
indirekt	indirect	Er gab nur indirekte Hinweise.			lernflow
Zeitraum	period of time	Der Zeitraum umfasst einige Monate.			lernflow
aufkommen	to come up	Plötzlich kam ein heftiger Wind auf.			lernflow
plus	plus	Morgen erwarten wir 10 Grad plus.			lernflow
