#separator:tab
#html:false
#tags column:6
#deck:German Intermediate (1001-2000)
anschließend	subsequent	Wir aßen, anschließend schliefen wir.			lernflow
Volk	people	Das Volk wählte einen neuen Anführer.			lernflow
kulturell	cultural	Die Stadt hat kulturelle Vielfalt.			lernflow
definieren	to define	Er definierte die Begriffe präzise.			lernflow
September	September	September ist ein schöner Monat.			lernflow
Beruf	occupation	Mein Beruf erfordert viel Verantwortung.			lernflow
Ansatz	approach	Der Ansatz war sehr vielversprechend.			lernflow
nötig	necessary	Für den Job ist ein Abschluss nötig.			lernflow
herrschen	to rule	Der König herrschte viele Jahre.			lernflow
Sieg	victory	Nach einem langen Kampf kam der Sieg.			lernflow
Küche	kitchen	Die Küche ist frisch renoviert worden.			lernflow
verantwortlich	responsible	Er ist verantwortlich für das Projekt.			lernflow
täglich	daily	Die tägliche Übung stärkte das Team.			lernflow
Montag	Monday	Am Montag beginnt die neue Woche.			lernflow
Spaß	fun	Der Ausflug hat allen viel Spaß gemacht.			lernflow
herstellen	to produce	Die Firma stellt hochwertige Möbel her.			lernflow
überlegen	to consider	Sie überlegen, ein Haus zu kaufen.			lernflow
Mai	May	Im Mai feiern wir den Tag der Arbeit.			lernflow
umfassen	to include	Das Buch umfasst viele Themen.			lernflow
ernst	serious	Er machte ein ernstes Gesicht.			lernflow
Roman	novel	Der Roman wurde ein Bestseller.			lernflow
Januar	January	Der Januar bringt oft Schnee mit sich.			lernflow
neun	nine	Neun Spieler fehlen beim Training.			lernflow
kämpfen	to fight	Sie kämpfte tapfer gegen die Krankheit.			lernflow
jeweilig	particular	Sie gingen zu ihren jeweiligen Häusern.			lernflow
versprechen	to promise	Er versprach, pünktlich zu sein.			lernflow
Definition	definition	Die Definition wurde im Text erläutert.			lernflow
vollständig	complete	Die Sammlung wird bald vollständig.			lernflow
heben	to lift	Er hebt die Kiste vorsichtig an.			lernflow
Rücken	back	Der Rücken schmerzt nach dem Training.			lernflow
existieren	to exist	Das Problem existiert seit Jahren.			lernflow
Masse	mass	Die Masse drängte zum Ausgang.			lernflow
singen	to sing	Sie singt im Chor ihrer Schule.			lernflow
Theorie	theory	Die Theorie erwies sich als richtig.			lernflow
Inhalt	content	Der Inhalt passt in die Tasche.			lernflow
scheitern	to fail	Der Plan scheiterte an der Umsetzung.			lernflow
Ereignis	event	Das Ereignis zog viele Zuschauer an.			lernflow
lediglich	merely	Es war lediglich ein Missverständnis.			lernflow
organisch	organic	Organische Lebensmittel sind gesünder.			lernflow
glücklich	happy	Er ist glücklich über das Ergebnis.			lernflow
Rest	rest	Ich habe den Rest des Essens aufbewahrt.			lernflow
Wunsch	wish	Der Wunsch ging endlich in Erfüllung.			lernflow
beschließen	to decide	Der Rat beschließt neue Regeln.			lernflow
dick	thick	Er schnitt eine dicke Scheibe Brot ab.			lernflow
riesig	huge	Der Baum im Garten ist riesig.			lernflow
heutig	present-day	Die heutige Situation ist schwierig.			lernflow
hallo	hello	Hallo, schön dich wiederzusehen!			lernflow
Museum	museum	Das Museum zeigt antike Kunst.			lernflow
Farbe	color	Die Farbe an der Wand ist verblasst.			lernflow
zwölf	twelve	Zwölf Schüler bestanden die Prüfung.			lernflow
per	by	Die Kosten betragen 10 Euro per Meter.			lernflow
regelmäßig	regular	Regelmäßige Pausen sind notwendig.			lernflow
her	from (something)	Vor einem Jahr kam ich nach Deutschland.			lernflow
wechseln	to change	Er wechselt den Reifen selbst.			lernflow
einstellen	to adjust	Sie hat das Gerät korrekt eingestellt.			lernflow
Theater	theater	Wir gehen heute Abend ins Theater.			lernflow
König	king	Der König regiert das Land streng.			lernflow
Ohr	ear	Das Ohr ist ein empfindliches Organ.			lernflow
fördern	to promote	Der Verein fördert junge Talente.			lernflow
elektrisch	electric	Das elektrische Auto fährt leise weiter.			lernflow
Aufbau	construction	Der Aufbau dauert mehrere Stunden.			lernflow
Beitrag	contribution	Sein Beitrag war sehr wertvoll.			lernflow
Februar	February	Der Februar ist der kürzeste Monat.			lernflow
durchführen	to carry out	Er führte das Experiment präzise durch.			lernflow
einfallen	to occur	Mir fällt gerade eine Idee ein.			lernflow
verletzen	to injure	Er verletzte sich beim Spielen schwer.			lernflow
Kontrolle	inspection	Die Kontrolle fand gestern statt.			lernflow
Macht	power	Er hat viel Macht in der Firma.			lernflow
Mannschaft	crew	Die Mannschaft gewinnt das Spiel.			lernflow
entweder	either	Entweder du kommst oder nicht.			lernflow
behaupten	to claim	Er behauptet, nichts gewusst zu haben.			lernflow
Hoffnung	hope	Die Hoffnung auf Frieden wächst.			lernflow
Verantwortung	responsibility	Die Verantwortung liegt bei ihr.			lernflow
schreien	to cry out	Das Baby schrie die ganze Nacht.			lernflow
andererseits	on the other hand	Andererseits konnte er nichts tun.			lernflow
Besuch	visit	Der Besuch im Museum war lehrreich.			lernflow
hundert	hundred	Hundert Jahre sind eine lange Zeit.			lernflow
Quelle	source	Die Quelle des Flusses liegt im Wald.			lernflow
typisch	typical	Das Essen ist typisch für diese Region.			lernflow
Gebiet	region	Das Gebiet wurde neu erschlossen.			lernflow
Behörde	department	Die Behörde genehmigte den Antrag.			lernflow
Samstag	Saturday	Der Markt findet jeden Samstag statt.			lernflow
Organisation	organization	Die Organisation plant ein Event.			lernflow
Summe	sum	Die Summe war höher als erwartet.			lernflow
Job	job	Er hat einen neuen Job gefunden.			lernflow
ausreichen	to be sufficient	Das Geld reicht gerade so aus.			lernflow
Grad	degree	Ein voller Kreis hat 360 Grad.			lernflow
irgendein	some	Irgendein Buch lag auf dem Tisch.			lernflow
benutzen	to use	Er benutzt täglich seinen Laptop.			lernflow
irgendetwas	something	Er suchte irgendetwas Hilfreiches.			lernflow
teilweise	partly	Das Wetter ist teilweise sonnig.			lernflow
Vertrauen	trust	Das Vertrauen zwischen ihnen war stark.			lernflow
Jahrzehnt	decade	Ein Jahrzehnt ist schnell vergangen.			lernflow
Wind	wind	Der Wind weht stark über das Feld.			lernflow
unmittelbar	immediate	Es gab unmittelbare Auswirkungen.			lernflow
Bund	association	Der Bund der Staaten wurde gestärkt.			lernflow
extrem	extreme	Die extreme Hitze macht uns müde.			lernflow
Merkmal	feature	Sein auffälliges Merkmal war die Größe.			lernflow
theoretisch	theoretical	Er gab eine theoretische Erklärung.			lernflow
ermitteln	to find out	Sie ermittelten in diesem Fall.			lernflow
Papa	daddy	Mein Papa kocht heute das Abendessen.			lernflow
Krankheit	illness	Die Krankheit breitete sich schnell aus.			lernflow
Voraussetzung	condition	Alle Voraussetzungen sind erfüllt.			lernflow
töten	to kill	Er tötete das Ungeziefer schnell.			lernflow
formulieren	to formulate	Er formulierte noch eine Frage.			lernflow
Substanz	substance	Die Substanz löste sich im Wasser auf.			lernflow
Zeitpunkt	moment	Der Zeitpunkt war gut gewählt.			lernflow
wenigstens	at least	Ich brauche wenigstens eine Stunde.			lernflow
Gang	corridor	Wir gingen langsam durch den Gang.			lernflow
Politiker	politician	Der Politiker hielt eine lange Rede.			lernflow
Unterstützung	support	Die Unterstützung kam zur rechten Zeit.			lernflow
hey	hey	Hey, warte doch bitte auf mich!			lernflow
brechen	to break	Er brach das Schweigen abrupt.			lernflow
fassen	to grab	Er fasst die Tasse fest in der Hand.			lernflow
Zentrum	center	Das Zentrum der Stadt ist immer belebt.			lernflow
anrufen	to call	Er ruft seine Mutter jeden Abend an.			lernflow
entfernen	to remove	Er entfernt den Fleck aus dem Hemd.			lernflow
Juni	June	Der Juni ist mein Lieblingsmonat.			lernflow
Haut	skin	Die Haut spannte nach dem Sonnenbad.			lernflow
verfolgen	to pursue	Er verfolgt das Ziel mit Ehrgeiz.			lernflow
gesellschaftlich	social	Gesellschaftliche Normen ändern sich.			lernflow
Schutz	protection	Der Schutz bewahrt vor Gefahren.			lernflow
Generation	generation	Die jüngere Generation denkt anders.			lernflow
chinesisch	Chinese	Ich bestelle oft chinesisches Essen.			lernflow
Zeichen	sign	Das Zeichen deutet auf Gefahr hin.			lernflow
Wahrheit	truth	Die Wahrheit kam schließlich ans Licht.			lernflow
Haushalt	household	Der Haushalt wurde pünktlich erledigt.			lernflow
Garten	garden	Im Garten wachsen bunte Blumen.			lernflow
hinten	at/in the back	Der Schlüssel liegt ganz hinten.			lernflow
auffallen	to stand out	Er fällt durch sein lautes Lachen auf.			lernflow
Gegensatz	opposite	Im Gegensatz dazu steht seine Meinung.			lernflow
verteilen	to distribute	Er verteilt die Flyer in der Stadt.			lernflow
Papier	paper	Das Papier liegt auf dem Tisch.			lernflow
physikalisch	physical	Physikalische Gesetze gelten überall.			lernflow
angesichts	in view of	Angesichts der Lage handelte er schnell.			lernflow
leise	quiet	Die Musik im Café ist angenehm leise.			lernflow
vermutlich	probably	Er kommt vermutlich etwas später.			lernflow
eindeutig	clear	Wir brauchen eine eindeutige Erklärung.			lernflow
heraus	out	Er ging heraus und schloss die Tür.			lernflow
falls	in case	Falls es regnet, bleiben wir drinnen.			lernflow
erstmals	for the first time	Er hat es erstmals ausprobiert.			lernflow
Partner	partner	Er ist ein zuverlässiger Partner.			lernflow
nachdenken	to think about	Er denkt über sein Leben nach.			lernflow
Ausbildung	training	Er absolvierte eine umfassende IT-Ausbildung.			lernflow
Wagen	car	Der Wagen steht in der Garage.			lernflow
Schiff	ship	Das Schiff legte langsam im Hafen an.			lernflow
tausend	thousand	Tausend Leute kamen zum Konzert.			lernflow
Tat	deed	Die Tat war mutig, aber gefährlich.			lernflow
obere	upper	Das obere Regal ist schwer erreichbar.			lernflow
Gleichung	equation	Die Gleichung wurde korrekt gelöst.			lernflow
Stein	rock	Der Stein lag schwer in der Hand.			lernflow
kümmern	to take care of	Er kümmert sich um die Kinder.			lernflow
mittlere	middle	Die mittlere Tür ist verschlossen.			lernflow
erheben	to raise	Er erhebt Einspruch gegen das Urteil.			lernflow
Erklärung	explanation	Die Erklärung überzeugt niemanden.			lernflow
Konzept	concept	Einvernehmlicher Sex ist ein zeitgemässes Konzept.			lernflow
Mittwoch	Wednesday	Mittwoch ist der dritte Tag der Woche.			lernflow
stören	to disturb	Das laute Radio stört die Konzentration.			lernflow
Spur	track	Die Spur führte ins Ungewisse.			lernflow
berliner	(of) Berlin	Ich habe einen Berliner Dom besichtigt.			lernflow
Herausforderung	challenge	Nicht lachen war eine Herausforderung.			lernflow
starten	to start	Wir starten das Projekt morgen.			lernflow
staatlich	state	Er besucht eine staatliche Schule.			lernflow
verbessern	to improve	Er verbesserte seine Leistung deutlich.			lernflow
heiß	hot	Der Tee war zu heiß zum Trinken.			lernflow
Vergangenheit	past	Die Vergangenheit holte ihn wieder ein.			lernflow
Gleichgewicht	balance	Das Gleichgewicht ist leicht zu stören.			lernflow
Griechenland	Greece	Griechenland ist ein wunderschönes Land.			lernflow
Maß	measure	Das Maß der Dinge ist immer relativ.			lernflow
abgeben	to give	Er gibt das Paket bei der Post ab.			lernflow
Bericht	report	Der Bericht erläutert die aktuelle Lage.			lernflow
Qualität	quality	Die hohe Qualität gefällt den Kunden.			lernflow
Rand	edge	Am Rand des Feldes stand ein Baum.			lernflow
Italien	Italy	Italien ist ein beliebtes Reiseziel.			lernflow
Kern	seed	Der Kern des Problems liegt tiefer.			lernflow
Winter	winter	Der Winter brachte viel Schnee.			lernflow
Hintergrund	background	Der Hintergrund zeigt das Meer.			lernflow
Amerika	America	Er träumt von einer Reise nach Amerika.			lernflow
geboren	born	Sie ist eine geborene Musikerin.			lernflow
gefährlich	dangerous	Der Weg durch den Wald war gefährlich.			lernflow
zwingen	to force	Er zwang sie, das Geheimnis zu verraten.			lernflow
Bier	beer	Das Bier wurde nach Tradition gebraut.			lernflow
ansprechen	to address	Er spricht das Thema offen an.			lernflow
komplett	complete	Die Wohnung ist komplett renoviert.			lernflow
Forderung	demand	Die Forderung nach Gerechtigkeit wuchs.			lernflow
gelangen	to reach	Sie gelangten endlich ans Ziel.			lernflow
Nachricht	news	Die Nachricht verbreitete sich schnell.			lernflow
sammeln	to collect	Er sammelt Briefmarken seit Jahren.			lernflow
ablehnen	to refuse	Er lehnte das Angebot entschieden ab.			lernflow
stoßen	to bump	Er hat den Tisch an die Wand gestoßen.			lernflow
aufstoßen	to bump	Er stößt die Tür mit Kraft auf.			lernflow
konstant	constant	Die Geschwindigkeit blieb konstant.			lernflow
Oktober	October	Im Oktober beginnt der Herbst richtig.			lernflow
umgehen	to treat	Wie gehst du mit schwierigen Kunden um?			lernflow
angehen	to concern	Das Licht geht automatisch an.			lernflow
verlaufen	to proceed	Die Verhandlungen verliefen wie geplant.			lernflow
demnach	therefore	Es ist kalt, demnach bleibt er drinnen.			lernflow
auftauchen	to surface	Ein Problem tauchte plötzlich auf.			lernflow
böse	bad	Er war wirklich böse auf mich.			lernflow
auslösen	to set off	Diese Handlung löste eine Reaktion aus.			lernflow
weitergehen	to go on	Das Gespräch geht ohne Pause weiter.			lernflow
abhängen	to depend	Alles hängt von seiner Entscheidung ab.			lernflow
Geschwindigkeit	speed	Die Geschwindigkeit wurde erhöht.			lernflow
ideal	ideal	Ein Spaziergang wäre jetzt ideal.			lernflow
Augenblick	moment	Der Augenblick war unvergesslich.			lernflow
reduzieren	to reduce	Wir müssen die Kosten reduzieren.			lernflow
Maschine	machine	Die Maschine lief ohne Probleme.			lernflow
linear	linear	Seine Argumentation war streng linear.			lernflow
ausmachen	to put out	Wir haben einen neuen Plan ausgemacht.			lernflow
eintreten	to enter	Er trat leise in das Zimmer ein.			lernflow
beitreten	join	Er trat der Firma als neuer Partner bei.			lernflow
kritisch	critical	Das Buch erhielt kritische Rezensionen.			lernflow
äh	um	Äh, ich habe den Faden verloren.			lernflow
Wochenende	weekend	Das Wochenende verbrachte er am See.			lernflow
Donnerstag	Thursday	Am Donnerstag ist der große Termin.			lernflow
Saison	season	Die Saison beginnt im Frühling.			lernflow
Forscher	researcher	Der Forscher entdeckte etwas Neues.			lernflow
gründen	to establish	Sie gründeten eine neue Firma.			lernflow
offensichtlich	obvious	Der Fehler war offensichtlich.			lernflow
Teilchen	particle	Ein Teilchen bewegt sich schnell.			lernflow
genügen	to be sufficient	Das genügt, um alle zu versorgen.			lernflow
schieben	to push	Er schiebt das Fahrrad den Hügel hinauf.			lernflow
Computer	computer	Der Computer wurde neu gestartet.			lernflow
Effekt	effect	Der Effekt war sofort sichtbar.			lernflow
abnehmen	to lose weight	Er nahm nach der Diät fünf Kilo ab.			lernflow
Verteilung	distribution	Die Verteilung der Aufgaben war unfair.			lernflow
blicken	to look	Sie blickte verträumt aus dem Fenster.			lernflow
beitragen	to contribute	Er trägt viel zur Diskussion bei.			lernflow
Anwendung	application	Die Anwendung des Programms ist leicht.			lernflow
zeichnen	to draw	Das Kind zeichnet ein buntes Bild.			lernflow
frisch	fresh	Das frische Brot duftet herrlich.			lernflow
meistens	mostly	Meistens sind die Straßen leer.			lernflow
erwähnen	to mention	Er hat die wichtigsten Punkte erwähnt.			lernflow
Welle	wave	Die Welle rollte langsam zum Strand.			lernflow
Nase	nose	Die Nase lief ihm wegen der Erkältung.			lernflow
vertreten	to represent	Er vertritt die Firma bei Konferenzen.			lernflow
dicht	thick	Der dichte Nebel erschwert die Sicht.			lernflow
Soldat	soldier	Der Soldat marschiert im Gleichschritt.			lernflow
bereit	ready	Er war bereit, alles zu geben.			lernflow
Technik	technology	Die Technik wurde ständig verbessert.			lernflow
Blatt	sheet	Ein gelbes Blatt fiel vom Baum.			lernflow
prägen	to shape	Diese Erfahrung prägte sein Leben.			lernflow
sozusagen	so to speak	Er ist sozusagen der Experte hier.			lernflow
November	November	Der November war dieses Jahr mild.			lernflow
Schweizer	Swiss	Schweizer Schokolade ist berühmt.			lernflow
gesund	healthy	Bleib gesund und pass gut auf dich auf!			lernflow
danken	to thank	Er dankte ihr für die Unterstützung.			lernflow
Fußball	soccer	Fußball ist der beliebteste Sport hier.			lernflow
Umstand	circumstance	Der Umstand war äußerst bedauerlich.			lernflow
einladen	to invite	Er lädt seine Freunde zum Essen ein.			lernflow
Kilogramm	kilogram	Das Paket wiegt ein Kilogramm.			lernflow
warm	warm	Das Wasser im See ist angenehm warm.			lernflow
Integration	integration	Integration erleichtert die Jobsuche.			lernflow
Nachbar	neighbor	Der Nachbar hilft bei jedem Problem.			lernflow
maximal	maximum	Die maximale Kapazität wurde erreicht.			lernflow
Figur	figure	Die Figur drehte sich langsam.			lernflow
Freude	joy	Seine Freude war groß, als er ankam.			lernflow
offiziell	official	Die Entscheidung ist nun offiziell.			lernflow
außen	outside	Die äußere Schicht schützt das Innere.			lernflow
Kreis	circle	Der Kreis hat viele schöne Parks.			lernflow
Freundskreis	circle	Er gehört zu unserem Freundeskreis.			lernflow
nicken	to nod	Sie nickt zustimmend zu seinen Worten.			lernflow
digital	digital	Meine Kamera macht digitale Fotos.			lernflow
unbekannt	unknown	Der Täter blieb bisher unbekannt.			lernflow
Gericht	court	Das Gericht sprach ein gerechtes Urteil.			lernflow
schätzen	to estimate	Ich schätze deine Meinung sehr.			lernflow
organisieren	to organize	Sie organisiert das Event jedes Jahr.			lernflow
Aspekt	aspect	Dieser Aspekt wird oft ignoriert.			lernflow
verzichten	to do without	Sie haben auf Zucker verzichtet.			lernflow
bemerken	to notice	Er bemerkte den Fehler erst spät.			lernflow
Kaffee	coffee	Er hat den Kaffee ohne Zucker getrunken.			lernflow
leid	(be) tired (of)	Ich bin das Chaos wirklich leid.			lernflow
still	still	Die stille Nacht beruhigt die Nerven.			lernflow
leiten	to lead	Er leitet das Unternehmen seit Jahren.			lernflow
Vertreter	representative	Der Vertreter sprach im Namen der Firma.			lernflow
Statistik	statistics	Die Statistik zeigt klare Trends.			lernflow
Heimat	home	Sie vermisst ihre Heimat sehr.			lernflow
Milliliter	milliliter	Das Glas fasst hundert Milliliter.			lernflow
zurückkehren	to return	Nach der Reise kehrte er zurück.			lernflow
Gegenstand	object	Der Gegenstand fällt vom Tisch.			lernflow
euer	your	Habt ihr euer Zimmer aufgeräumt?			lernflow
umsetzen	to implement	Er setzt den Plan erfolgreich um.			lernflow
betreiben	to proceed with	Er betreibt einen kleinen Blumenladen.			lernflow
Zusammenarbeit	cooperation	Die Zusammenarbeit fördert den Erfolg.			lernflow
enden	to end	Die Feier endete spät in der Nacht.			lernflow
vielmehr	rather	Er ist kein Arzt, vielmehr ein Heiler.			lernflow
konzentrieren	to concentrate	Ich kann mich nicht konzentrieren.			lernflow
landen	to land	Das Flugzeug landet pünktlich.			lernflow
See	lake	Der See glitzert im Sonnenlicht.			lernflow
Tourist	tourist	Der Tourist machte viele Fotos.			lernflow
Konzentration	concentration	Die Konzentration war schwer zu halten.			lernflow
verbieten	to forbid	Das Schild verbietet das Parken hier.			lernflow
krank	sick	Er blieb zu Hause, weil er krank war.			lernflow
Fähigkeit	ability	Seine Fähigkeit ist außergewöhnlich.			lernflow
finanziell	financial	Er steckt in einer finanziellen Notlage.			lernflow
Jugendliche	adolescent	Die Jugendliche liest ein Buch.			lernflow
Netz	net	Das Netz war gestern sehr instabil.			lernflow
Änderung	change	Die Änderung wurde sofort umgesetzt.			lernflow
abschließen	to lock	Er schließt die Tür ab, bevor er geht.			lernflow
Erkenntnis	realization	Die Erkenntnis traf ihn plötzlich.			lernflow
selbstverständlich	natural	Es war eine selbstverständliche Geste.			lernflow
erzeugen	to produce	Die Fabrik erzeugt viele Waren.			lernflow
Ursache	cause	Die Ursache des Unfalls bleibt unklar.			lernflow
ursprünglich	original	Die ursprüngliche Idee kam wieder hoch.			lernflow
Basis	basis	Die Basis des Erfolgs ist harte Arbeit.			lernflow
erzielen	to achieve	Er erzielte den höchsten Punktestand.			lernflow
Forschung	research	Die Forschung bringt neue Erkenntnisse.			lernflow
schießen	to shoot	Er schoss das Tor in der letzten Minute.			lernflow
warnen	to warn	Der Lehrer warnte die Schüler.			lernflow
Zentimeter	centimeter	Das Buch ist zehn Zentimeter dick.			lernflow
eröffnen	to open	Er eröffnete das Geschäft am Wochenende.			lernflow
Ahnung	suspicion	Ich habe keine Ahnung, wo er ist.			lernflow
ankündigen	to announce	Er kündigte seinen Besuch für morgen an.			lernflow
Enzym	enzyme	Das Enzym zerlegt Zucker in Moleküle.			lernflow
individuell	individual	Jeder hat eine individuelle Meinung.			lernflow
intensiv	intensive	Das intensive Training entwickelt Kraft.			lernflow
Bundesregierung	federal government	Die Bundesregierung tagt heute.			lernflow
begreifen	to understand	Sie begriff diese neue Idee sofort.			lernflow
Szene	scene	Die Szene war sehr dramatisch.			lernflow
rasch	quick	Sie traf eine rasche Entscheidung.			lernflow
real	real	Wir befassen uns mit realen Problemen.			lernflow
Abgeordnete	member of parliament	Die Abgeordnete kam zu spät an.			lernflow
verstärken	to strengthen	Die Brücke wurde kürzlich verstärkt.			lernflow
ausschließen	to exclude	Er wurde aus dem Verein ausgeschlossen.			lernflow
sinnvoll	sensible	Diese Investition wirkt sehr sinnvoll.			lernflow
Bezug	reference	Der Bezug zur Realität fehlt in Träumen oft.			lernflow
Dienstag	Tuesday	Am Dienstag treffen wir uns wieder.			lernflow
Stand	stand	Wir sind am Stand der Verhandlungen.			lernflow
retten	to save	Er rettete den Hund aus dem Wasser.			lernflow
zwanzig	twenty	Zwanzig Minuten sind vergangen.			lernflow
Club	club	Der Club hat viele Mitglieder.			lernflow
Gewalt	violence	Die Gewalt hat hier keinen Platz.			lernflow
gucken	to look	Er guckte neugierig durchs Fenster.			lernflow
Anschlag	attack	Der Anschlag erschütterte die Stadt.			lernflow
beeinflussen	to influence	Er beeinflusst die Meinung der Gruppe.			lernflow
riechen	to smell	Die Blume begann süß zu riechen.			lernflow
außerhalb	outside	Außerhalb der Stadt ist es ruhiger.			lernflow
begleiten	to accompany	Er begleitete sie zum Bahnhof.			lernflow
Publikum	public	Das Publikum applaudiert begeistert.			lernflow
Besucher	visitor	Der Besucher ging durch die Ausstellung.			lernflow
Wachstum	growth	Das Wachstum der Stadt war enorm.			lernflow
aufgeben	to give up	Er gab das Rennen wegen eines Traumas auf.			lernflow
stolz	proud	Er ist stolz auf seinen Erfolg.			lernflow
Verlust	loss	Der Verlust war schwer zu ertragen.			lernflow
begründen	to justify	Die Firma muss die Preiserhöhung begründen.			lernflow
streng	strict	Strenge Vorschriften gelten für den Zugang.			lernflow
Ecke	corner	An der Ecke steht ein alter Baum.			lernflow
Lauf	course	Im letzten Lauf gewann sie die Goldmedaille.			lernflow
Artikel	article	Der Artikel wurde gut recherchiert.			lernflow
berühmt	famous	Die Mona Lisa ist ein berühmtes Gemälde.			lernflow
ersetzen	to replace	Wir ersetzen den defekten Motor sofort.			lernflow
Wahrscheinlichkeit	probability	Die Wahrscheinlichkeit für Regen steigt.			lernflow
Ausland	foreign countries	Er möchte im Ausland arbeiten.			lernflow
bayrisch	Bavarian	Die bayrische Küche verwendet oft Schmalz.			lernflow
diesmal	this time	Diesmal werde ich nicht nachgeben.			lernflow
Gehirn	brain	Das Gehirn steuert den Körper.			lernflow
Gebäude	building	Das Gebäude wurde durch das Feuer zerstört.			lernflow
langfristig	long-term	Langfristige Pläne sichern oft Erfolg.			lernflow
herzlich	cordial	Ihr herzliches Lachen erfüllte den Raum.			lernflow
sichern	to secure	Er sichert die Daten vor Verlust.			lernflow
Material	material	Das Material bricht unter Druck.			lernflow
verbringen	to spend (time)	Wir verbringen den Sommer am Meer.			lernflow
Strom	stream	Der Strom fiel für eine Stunde aus.			lernflow
Amt	office	Das Amt hat die Genehmigung erteilt.			lernflow
kritisieren	to criticize	Er kritisierte den Vorschlag scharf.			lernflow
vermitteln	to convey	Der Film vermittelt eine wichtige Botschaft.			lernflow
Wirklichkeit	reality	Die Wirklichkeit sieht anders aus.			lernflow
Union	union	Die Union diskutiert über neue Gesetze.			lernflow
Studium	study	Das Studium beginnt im Herbst.			lernflow
festhalten	to hold on to	Halte dich am Seil fest, es wird steil!			lernflow
präsentieren	to present	Er präsentierte die Ergebnisse.			lernflow
Demokratie	democracy	Die Demokratie muss verteidigt werden.			lernflow
niemals	never	Er wird das niemals vergessen.			lernflow
Aufnahme	reception	Wir machen eine Aufnahme des Gesprächs.			lernflow
Ausnahme	exception	Es gibt keine Ausnahme von dieser Regel.			lernflow
beenden	to end	Er beendete das Gespräch abrupt.			lernflow
Investition	investment	Die Investition zahlt sich aus.			lernflow
Lust	desire	Die Lust zu gehen war verschwunden.			lernflow
prüfen	to examine	Er prüfte die Unterlagen sehr genau.			lernflow
anlegen	to put on	Er legt sein Geld klug an der Börse an.			lernflow
Zuschauer	spectator	Die Zuschauer jubelten der Mannschaft zu.			lernflow
hell	light	Das helle Licht erleuchtet den Raum.			lernflow
mitten	in the middle	Mitten im Raum steht ein Tisch.			lernflow
zufolge	according to	Dem Bericht zufolge stiegen die Zahlen.			lernflow
Konflikt	conflict	Der Konflikt eskalierte schnell.			lernflow
Bahn	train	Die Bahn fährt um neun Uhr ab.			lernflow
Syrien	Syria	Syrien erlebt schwierige Zeiten.			lernflow
Einkommen	income	Das Einkommen reicht kaum aus.			lernflow
empfehlen	to recommend	Der Arzt empfiehlt viel Bewegung.			lernflow
britisch	British	Er liest gerne britische Literatur.			lernflow
fürchten	to fear	Er fürchtet sich vor der Dunkelheit.			lernflow
vorbereiten	to prepare	Sie bereitete das Abendessen vor.			lernflow
Aktivität	activity	Die Aktivität brachte die Nachbarn zusammen.			lernflow
