#separator:tab
#html:false
#tags column:6
#deck:German Top 3000
unser	our	Unser Hund ist sehr freundlich.			lernflow
jede	every	Jeder Tag ist eine neue Chance.			lernflow
weil	because	Ich bin müde, weil ich arbeite.			lernflow
unter	under	Der Hund schläft unter dem Tisch.			lernflow
Mensch	human being	Der Mensch ist ein soziales Wesen.			lernflow
ihm	him	Ich habe ihm das Buch gegeben.			lernflow
ihn	him	Sie sah ihn gestern in der Stadt.			lernflow
denn	because	Er ging nicht, denn es regnete.			lernflow
Beispiel	example	Kannst du ein weiteres Beispiel geben?			lernflow
erste	first	Der erste Schnee ist gefallen.			lernflow
Zeit	time	Die Zeit verging sehr schnell.			lernflow
lang	long	Der lange Weg führt durch den Wald.			lernflow
leben	to live	Er lebt schon lange in dieser Stadt.			lernflow
Frau	woman	Die Frau winkte aus dem Fenster.			lernflow
etwas	something	Etwas muss hier falsch gelaufen sein.			lernflow
selbst	even	Selbst die Experten waren überrascht.			lernflow
wenig	few	Wir haben wenige Optionen übrig.			lernflow
wenige	little	Wenige wussten von dem Geheimnis.			lernflow
finden	to find	Er findet den Schlüssel unter dem Sofa.			lernflow
gegen	against	Er kämpfte gegen den starken Wind.			lernflow
zwischen	between	Zwischen den Bäumen war es dunkel.			lernflow
drei	three	Drei Freunde gingen zusammen ins Kino.			lernflow
liegen	to lie	Das Buch liegt auf dem Schreibtisch.			lernflow
wo	where	Ich weiß nicht, wo meine Tasche ist.			lernflow
nichts	nothing	Nichts ist für immer verloren.			lernflow
klein	small	Das Haus ist klein, aber gemütlich.			lernflow
Tag	day	Der Tag begann mit Sonnenschein.			lernflow
deutsch	German	Er liest gerne deutsche Literatur.			lernflow
bleiben	to stay	Er blieb die ganze Nacht wach.			lernflow
nun	now	Nun beginnen wir mit der Arbeit.			lernflow
sondern	but (on the contrary)	Er ist nicht faul, sondern fleißig.			lernflow
heute	today	Heute müssen wir viel erledigen.			lernflow
beide	both	Beide trafen sich gestern wieder.			lernflow
hoch	high	Der Baum ist sehr hoch gewachsen.			lernflow
damit	with it	Er ist endlich zufrieden damit.			lernflow
ohne	without	Er ging ohne ein Wort zu sagen.			lernflow
des	of the (gen.)	Das ist des Jungen Ball.			lernflow
Mann	man	Der Mann hilft seinem Nachbarn oft.			lernflow
welche	which	Welches Buch suchst du gerade?			lernflow
tun	to do	Ich weiß nicht, was ich tun soll.			lernflow
einmal	once	Wir treffen uns einmal pro Woche.			lernflow
ihnen	them	Er hat ihnen das Buch gegeben.			lernflow
heißen	to be called	Er heißt Max und wohnt in Berlin.			lernflow
ob	whether	Ob er es schafft, ist fraglich.			lernflow
denken	to think	Er denkt oft an seine Kindheit.			lernflow
dabei	with (somebody)	Er war dabei, als es passierte.			lernflow
seit	since	Ich wohne hier seit drei Jahren.			lernflow
einfach	simple	Der Film hatte eine einfache Handlung.			lernflow
erst	first	Sie kam erst um Mitternacht nach Hause.			lernflow
Kind	child	Das Kind spielt im Sandkasten.			lernflow
Land	land	Im Land herrscht eine ernste Krise.			lernflow
stellen	to place	Ich stelle die Vase auf den Tisch.			lernflow
zeigen	to show	Er zeigt mir den Weg zur Stadt.			lernflow
natürlich	natural	Der Fluss folgt seinem natürlichen Lauf.			lernflow
alt	old	Das Buch ist sehr alt, aber interessant.			lernflow
dort	over there	Sie lebt dort in einem kleinen Dorf.			lernflow
Deutschland	Germany	Deutschland ist bekannt für Autos.			lernflow
eines	of a (gen.)	Das ist des Mannes Hund.			lernflow
gleich	same	Wir haben das gleiche Problem.			lernflow
nehmen	to take	Er nahm das Buch und ging weg.			lernflow
dürfen	to be allowed to may	Er durfte nicht ohne Erlaubnis gehen.			lernflow
wichtig	important	Pünktlichkeit ist im Job wichtig.			lernflow
vielleicht	perhaps	Vielleicht sehen wir uns nächste Woche.			lernflow
hören	to hear	Ich habe einen Vogel singen gehört.			lernflow
Haus	house	Das Haus steht leer seit Monaten.			lernflow
nein	no	Nein, das kann nicht wahr sein!			lernflow
wer	who	Wer hat den Schlüssel genommen?			lernflow
dazu	in addition	Sie kochte und deckte dazu den Tisch.			lernflow
eigentlich	actual	Er ist der eigentliche Besitzer.			lernflow
letzte	last	Die letzte Chance ist nun vorbei.			lernflow
fragen	to ask	Er fragte nach dem Weg zum Bahnhof.			lernflow
Herr	Mr.	Herr Müller ist heute nicht im Büro.			lernflow
halten	to stop	Er hält das Seil fest in der Hand.			lernflow
glauben	to believe	Er glaubt an das Gute im Menschen.			lernflow
Frage	question	Die Frage blieb unbeantwortet.			lernflow
gelten	to be valid	Das Angebot gilt nur für heute.			lernflow
gerade	straight	Er hat die Linie gerade gezogen.			lernflow
folgen	to follow	Der Hund folgte seinem Besitzer.			lernflow
sprechen	to speak	Wir haben lange miteinander gesprochen.			lernflow
führen	to lead	Er führt die Gruppe durch den Wald.			lernflow
bringen	to bring	Er brachte das Paket zur Post.			lernflow
Welt	world	Die Welt dreht sich immer weiter.			lernflow
gar	at all	Gar nichts passiert, keine Sorge!			lernflow
eigen	own	Er brachte sein eigenes Essen mit.			lernflow
genau	exact	Ich habe den genauen Termin vergessen.			lernflow
mögen	to like	Er mochte den Kuchen sehr gern.			lernflow
spät	late	Es tut mir leid, dass ich so spät bin.			lernflow
bereits	already	Er ist bereits auf dem Weg hierher.			lernflow
möglich	possible	Es gibt keine möglichen Ausreden mehr.			lernflow
Prozent	percent	Das Produkt ist zehn Prozent teurer.			lernflow
während	while	Während ich lese, höre ich Musik.			lernflow
einige	a few	Einige von uns gingen früh nach Hause.			lernflow
dafür	for it	Ich bin dafür, dass wir loslegen.			lernflow
kurz	short	Das Meeting war kurz, aber produktiv.			lernflow
richtig	correct	Deine Lösung ist absolut richtig.			lernflow
stark	strong	Der Wind wehte heute besonders stark.			lernflow
brauchen	to need	Wir brauchen mehr Informationen.			lernflow
Hand	hand	Er hält die Hand seiner Mutter.			lernflow
etwa	about	Etwa zehn Leute kamen zur Party.			lernflow
weitere	additional	Ein weiterer Vorschlag wurde gemacht.			lernflow
Ende	end	Am Ende des Tages sind wir alle müde.			lernflow
schreiben	to write	Er schreibt einen Brief an seine Mutter.			lernflow
solch	such	Solch ein Verhalten ist unakzeptabel.			lernflow
nie	never	Er hat nie wieder daran gedacht.			lernflow
Fall	fall	Der Fall wurde schnell gelöst.			lernflow
schön	beautiful	Am See war es gestern sehr schön.			lernflow
wirklich	real	Das wirkliche Problem liegt woanders.			lernflow
denen	whom	Er hilft denen, die ihn brauchen.			lernflow
nennen	to name	Sie nannten ihre Tochter Maria.			lernflow
warum	why	Warum fragst du immer wieder dasselbe?			lernflow
ziehen	to pull	Ich ziehe nächste Woche nach Berlin.			lernflow
Wort	word	Das Wort hat viele Bedeutungen.			lernflow
darauf	on it	Die Katze sprang plötzlich darauf.			lernflow
eben	just	Ich habe ihn eben an der Tür gesehen.			lernflow
Seite	side	Der Fluss ist auf der rechten Seite.			lernflow
Teil	part	Das Teil des Motors ist defekt.			lernflow
jung	young	Der junge Mann geht zur Arbeit.			lernflow
vier	four	Vier Freunde kamen zusammen zum Essen.			lernflow
besser	better	Heute fühle ich mich schon besser.			lernflow
fast	almost	Er war fast zu spät zum Meeting.			lernflow
schnell	quick	Wir brauchen eine schnelle Antwort.			lernflow
Stadt	city	Die Stadt leuchtet in der Nacht hell.			lernflow
spielen	to play	Die Kinder spielen fröhlich im Park.			lernflow
zwar	although	Es ist zwar kalt, aber die Sonne scheint.			lernflow
Euro	euro (unit of currency)	Der Euro ist eine stabile Währung.			lernflow
Arbeit	work	Die Arbeit begann um acht Uhr.			lernflow
Million	million	Der Gewinn beträgt eine Million Euro.			lernflow
Problem	problem	Das Problem ist schnell gelöst.			lernflow
verstehen	to understand	Er versteht die Aufgabe nicht.			lernflow
bekommen	to get	Er bekommt morgen sein Gehalt.			lernflow
meinen	to think	Er meint, das wäre eine gute Idee.			lernflow
davon	from it	Er hat bisher nichts davon gehört.			lernflow
fahren	to drive	Sie fährt jeden Morgen zur Arbeit.			lernflow
kennen	to know	Ich kenne ihn seit vielen Jahren.			lernflow
dich	you	Ich habe dich lange nicht gesehen.			lernflow
Mutter	mother	Die Mutter umarmte ihr Kind liebevoll.			lernflow
Woche	week	Die Woche ging sehr schnell vorbei.			lernflow
Weg	path	Der Weg führte direkt zum Ziel.			lernflow
weiter	further	Der Artikel enthält weitere Details.			lernflow
Auge	eye	Sie hat ein blaues Auge nach dem Sturz.			lernflow
oft	often	Er besucht sie oft am Wochenende.			lernflow
Leute	people	Die Leute gingen schweigend fort.			lernflow
allerdings	though	Es regnet, allerdings nicht stark.			lernflow
sogar	even	Das ist sogar besser als erwartet!			lernflow
jedoch	however	Er kam, jedoch war er zu spät.			lernflow
setzen	place	Er setzt die Pflanze ins Sonnenlicht.			lernflow
deshalb	so	Es regnete, deshalb blieb ich im Hotel.			lernflow
weit	widely	Er blickte weit in die Zukunft.			lernflow
sitzen	to sit	Er hat stundenlang am Fenster gesessen.			lernflow
Vater	father	Der Vater brachte die Kinder zur Schule.			lernflow
dein	your	Dein Buch liegt noch im Wohnzimmer.			lernflow
arbeiten	to work	Er arbeitet seit Jahren in dieser Firma.			lernflow
Geld	money	Ich habe mein ganzes Geld ausgegeben.			lernflow
Unternehmen	enterprise	Das Unternehmen expandiert weiter.			lernflow
nächste	next	Das nächste Treffen ist im März.			lernflow
erklären	to explain	Der Lehrer erklärt die Aufgabe.			lernflow
klar	clear	Klare Anweisungen verhinderten Fehler.			lernflow
Doktor	doctor	Der Doktor verschrieb ein Medikament.			lernflow
Paar	pair	Das Paar ging zusammen durch den Park.			lernflow
recht	(all) right	Es ist mir recht, wenn wir später gehen.			lernflow
wegen	because of	Wegen des Regens blieb er zu Hause.			lernflow
dir	you	Ich habe dir das Buch gegeben.			lernflow
Wasser	water	Das Wasser kocht auf dem Herd.			lernflow
bestehen	to exist	Er hat die schwierige Prüfung bestanden.			lernflow
versuchen	to try	Er versucht, das Problem zu lösen.			lernflow
Punkt	dot	Kannst du bitte zum Punkt kommen?			lernflow
Grund	reason	Der Grund bleibt ihm ein Rätsel.			lernflow
Kopf	head	Er hielt den Kopf gesenkt und schwieg.			lernflow
beginnen	to begin	Er beginnt jeden Tag mit einem Lächeln.			lernflow
laufen	to run	Er läuft jeden Morgen fünf Kilometer.			lernflow
Bild	picture	Das Bild hängt schief an der Wand.			lernflow
verschieden	different	Er probierte verschiedene Methoden aus.			lernflow
Name	name	Sein Name steht auf der Liste.			lernflow
Aufgabe	task	Die Aufgabe ist ziemlich schwer.			lernflow
schwer	difficult	Der Koffer war schwer zu tragen.			lernflow
entsprechen	to correspond	Das Ergebnis entspricht den Erwartungen.			lernflow
treffen	to meet	Wir treffen uns heute Abend im Café.			lernflow
Art	type	Welche Art von Musik magst du?			lernflow
wohl	well	Wohl vorbereitet, ging er zur Prüfung.			lernflow
Geschichte	history	Die Geschichte ist spannend erzählt.			lernflow
erzählen	to tell	Sie erzählt ihm eine Geschichte.			lernflow
entstehen	to originate	Neue Ideen entstehen oft spontan.			lernflow
sicher	safe	Das Gebäude ist absolut sicher.			lernflow
neben	next to	Das Auto steht neben dem Haus.			lernflow
allein	alone	Er lebt allein in einer Wohnung.			lernflow
Abbildung	illustration	Die Abbildung zeigt das Ergebnis.			lernflow
hinter	behind	Der Garten liegt hinter dem Haus.			lernflow
besonders	particularly	Er hat sich besonders viel Mühe gegeben.			lernflow
tragen	to carry	Er trägt die schwere Tasche zum Auto.			lernflow
kaum	hardly	Kaum jemand war noch anwesend.			lernflow
Freund	friend	Mein Freund hilft mir bei allem.			lernflow
fünf	five	Fünf Äpfel liegen auf dem Tisch.			lernflow
scheinen	to shine	Die Sonne scheint hell durch die Wolken.			lernflow
Stunde	hour	Die Stunde verging viel zu schnell.			lernflow
aussehen	to appear	Sie sieht heute besonders müde aus.			lernflow
gern	(with a verb) love to	Ich lese sehr gern gute Bücher.			lernflow
überhaupt	at all	Ich verstehe überhaupt nichts.			lernflow
bestimmt	special	Er hat ein bestimmtes Talent für Musik.			lernflow
sowie	as well as	Er bringt Obst sowie Gemüse mit.			lernflow
Professor	professor	Der Professor hielt eine Vorlesung.			lernflow
darüber	above it	Er sprach nicht gerne darüber.			lernflow
deren	whose	Das ist die Frau, deren Hund laut bellt.			lernflow
schaffen	to manage	Es ist schwer, aber wir schaffen es.			lernflow
damals	back then	Sie war damals meine beste Freundin.			lernflow
erhalten	to receive	Ich habe deinen Brief erhalten.			lernflow
lernen	to learn	Er lernt gerade das Klavierspielen.			lernflow
frei	free	In diesem Land sind die Bürger frei.			lernflow
wert	worth	Das Auto ist nicht mehr viel wert.			lernflow
beziehungsweise	or rather	Das Konzert ist heute, bzw. um acht.			lernflow
daran	on it	Wir arbeiten schon seit Stunden daran.			lernflow
suchen	to search	Er suchte den Schlüssel überall.			lernflow
Europa	Europe	Europa ist kulturell vielfältig.			lernflow
gemeinsam	common	Wir haben ein gemeinsames Ziel.			lernflow
rund	round	Der Tisch hat eine runde Form.			lernflow
Zahl	number	Die Zahl der Besucher stieg an.			lernflow
Thema	subject	Das Thema weckt großes Interesse.			lernflow
handeln	to deal	Er handelt oft mit seltenen Büchern.			lernflow
Buch	book	Er hat das Buch in einem Rutsch gelesen.			lernflow
deutlich	clear	Die Anweisungen waren deutlich.			lernflow
anders	different	Es hätte anders laufen können.			lernflow
politisch	political	Die politische Lage spitzt sich zu.			lernflow
lesen	to read	Ich lese jeden Abend ein Buch.			lernflow
Blick	look	Der Blick aus dem Fenster war schön.			lernflow
Form	form	Der Tisch hat die Form eines Sterns.			lernflow
einzeln	individual	Jedes einzelne Leben ist kostbar.			lernflow
erreichen	to achieve	Wir müssen das Ziel erreichen.			lernflow
vergehen	to pass (time)	Die Stunden vergehen heute sehr schnell.			lernflow
leicht	light	Ein leichter Wind bewegte die Blätter.			lernflow
je	ever	Die Teilnehmer zahlen je 20 Euro.			lernflow
verlieren	to lose	Er verliert oft seinen Schlüssel.			lernflow
beste	best	Er ist der beste Spieler im Team.			lernflow
bilden	to form	Sie bilden eine starke Gruppe.			lernflow
Monat	month	Der Monat Januar ist oft kalt.			lernflow
Lösung	solution	Die Lösung des Rätsels war einfach.			lernflow
Sache	thing	Die Sache ist ziemlich kompliziert.			lernflow
bekannt	well-known	Sie ist eine bekannte Sängerin.			lernflow
Ziel	destination	Das Ziel war endlich erreicht.			lernflow
steigen	to climb	Er stieg vorsichtig die Treppe.			lernflow
eher	sooner	Ich würde eher zu Hause bleiben.			lernflow
essen	to eat	Ich habe gestern zu viel gegessen.			lernflow
Minute	minute	Er kam nur fünf Minuten zu spät.			lernflow
nachts	at night	Nachts ist es hier besonders still.			lernflow
Nacht	night	Die Nacht war klar und voller Sterne.			lernflow
Platz	place	Dieser Platz ist ideal für ein Picknick.			lernflow
schlecht	bad	Das Wetter war heute wirklich schlecht.			lernflow
Spiel	game	Das Spiel beginnt um acht Uhr.			lernflow
Familie	family	Die Familie traf sich zum Essen.			lernflow
jemand	someone	Jemand hat an der Tür geklopft.			lernflow
dessen	whose	Das ist der Mann, dessen Buch du liest.			lernflow
fallen	to fall	Das Blatt ist leise zu Boden gefallen.			lernflow
zehn	ten	Zehn Leute warteten vor der Tür.			lernflow
Preis	price	Der Preis für das Haus ist zu hoch.			lernflow
europäisch	European	Der europäische Markt ist stabil.			lernflow
sonst	otherwise	Sonst passiert hier nicht viel.			lernflow
Staat	state	Der Staat investiert in Bildung.			lernflow
helfen	to help	Er hilft ihr bei den Hausaufgaben.			lernflow
Bereich	area	Der Bereich ist für Kinder gesperrt.			lernflow
tatsächlich	real	Die tatsächlichen Kosten sind höher.			lernflow
Ort	place	Der Ort des Treffens ist der Park.			lernflow
abends	in the evening	Wir treffen uns abends im Park.			lernflow
Abend	evening	Es war ein sehr entspannter Abend.			lernflow
einzig	only	Er ist der einzige, der es kann.			lernflow
Stelle	place	An dieser Stelle hatte ich einen Unfall.			lernflow
unterschiedlich	different	Die Meinungen dazu sind unterschiedlich.			lernflow
Gesicht	face	Sein Gesicht zeigte keine Regung.			lernflow
Entwicklung	development	Die Entwicklung der Stadt dauert Jahre.			lernflow
Uhr	clock	Die Uhr zeigt fünf Minuten vor zwölf.			lernflow
mehrere	several	Mehrere Leute warteten auf den Bus.			lernflow
schließen	to close	Er schloss die Tür leise hinter sich.			lernflow
schließlich	finally	Schließlich hat er zugestimmt.			lernflow
legen	to lay	Er legt das Buch auf den Tisch.			lernflow
direkt	direct	Ich bevorzuge direkte Kommunikation.			lernflow
daher	from there	Sie war müde, daher ging sie früh ins Bett.			lernflow
offen	open	Die offene Tür lädt zum Hereinkommen.			lernflow
erkennen	to recognize	Er erkannte den Fehler sofort.			lernflow
Person	person	Die Person am Telefon war sehr höflich.			lernflow
Moment	moment	Der Moment ist perfekt für ein Foto.			lernflow
Schule	school	Die Schule beginnt um acht Uhr.			lernflow
darin	in it	Darin steckt das Geheimnis ihrer Kraft.			lernflow
Auto	automobile	Das Auto parkte direkt vor dem Haus.			lernflow
niemand	no one	Niemand wusste, was zu tun war.			lernflow
Gesellschaft	society	Die Gesellschaft entwickelt sich stetig.			lernflow
warten	to wait	Er wartet ungeduldig auf den Bus.			lernflow
vorstellen	to introduce	Er stellt seine Idee der Gruppe vor.			lernflow
früh	early	Der frühe Vogel fängt den Wurm.			lernflow
treten	to step	Er trat vorsichtig über die Schwelle.			lernflow
reden	to talk	Sie redeten lange über den Vorfall.			lernflow
Gruppe	group	Die Gruppe arbeitet gut zusammen.			lernflow
Ding	thing	Das Ding auf dem Tisch gehört mir.			lernflow
na	well	Na, wie war dein Wochenende so?			lernflow
gewinnen	to win	Er gewann das Spiel im letzten Moment.			lernflow
zunächst	first	Zunächst erklärt er die Regeln.			lernflow
Tür	door	Sie schloss die Tür leise hinter sich.			lernflow
Schritt	step	Er macht einen großen Schritt nach vorn.			lernflow
entwickeln	to develop	Das Team entwickelt eine neue Software.			lernflow
meiste	most	Die meiste Zeit verbringt er draußen.			lernflow
Möglichkeit	possibility	Wir haben die Möglichkeit zu verhandeln.			lernflow
Sinn	sense	Der Sinn des Lebens bleibt ein Rätsel.			lernflow
passieren	to take place	Der Unfall ist an der Kreuzung passiert.			lernflow
manchmal	sometimes	Manchmal gehe ich früh schlafen.			lernflow
Vergleich	comparison	Im Vergleich zu dir bin ich langsamer.			lernflow
System	system	Das System funktioniert reibungslos.			lernflow
Rolle	role	Er spielt die Rolle des Helden im Theater.			lernflow
Ergebnis	result	Das Ergebnis wurde heute veröffentlicht.			lernflow
vergleichen	to compare	Er verglich die Preise der Produkte.			lernflow
voll	full	Das Glas ist bis zum Rand voll.			lernflow
erwarten	to expect	Ich erwarte, dass du pünktlich bist.			lernflow
obwohl	although	Er hilft mir, obwohl er viel zu tun hat.			lernflow
Straße	street	Die Straße war nach dem Regen ganz nass.			lernflow
Angst	fear	Die Angst war in seinen Augen zu sehen.			lernflow
allgemein	general	Die allgemeine Regel hatte Ausnahmen.			lernflow
fühlen	to feel	Er fühlt sich hier nicht willkommen.			lernflow
jene	that	Jene Menschen kämpften für die Freiheit.			lernflow
erinnern	to remind	Sie hat ihn an das Treffen erinnert.			lernflow
oh	oh	Oh, das habe ich nicht erwartet!			lernflow
bedeuten	to mean	Das bedeutet viel für unsere Zukunft.			lernflow
Stimme	voice	Die Stimme hallte durch den leeren Raum.			lernflow
Reaktion	reaction	Die Reaktion kam unerwartet schnell.			lernflow
wirken	to have an effect	Das Medikament wirkt sehr langsam.			lernflow
darstellen	to depict	Wie willst du deine Idee darstellen?			lernflow
Raum	room	Der Raum ist voll mit Menschen.			lernflow
Eltern	parents	Die Eltern holen die Kinder ab.			lernflow
bezeichnen	to call	Viele Menschen bezeichnen ihn als Genie.			lernflow
Funktion	function	Was ist die Funktion des Gesetzes?			lernflow
häufig	frequent	Häufige Fehler stoppten den Fortschritt.			lernflow
erscheinen	to appear	Der Bericht erscheint bald online.			lernflow
USA	USA	Die USA sind wirtschaftlich stark.			lernflow
Flüchtling	refugee	Der Flüchtling fand eine neue Heimat.			lernflow
früher	in the past	Früher war er immer pünktlich.			lernflow
Pro	pro	Sie listete Pro und Kontra auf.			lernflow
ergeben	to result in	Die Analyse ergab neue Erkenntnisse.			lernflow
entscheiden	to decide	Er entscheidet sich für das rote Auto.			lernflow
Universität	university	Die Universität bietet viele Kurse.			lernflow
betreffen	to affect	Das betrifft uns alle gleichermaßen.			lernflow
oben	above	Die Sterne leuchten hell oben.			lernflow
Richtung	direction	Wir fahren in die richtige Richtung.			lernflow
bestimmen	to decide	Er bestimmt den nächsten Schritt.			lernflow
fehlen	to lack	Der Schlüssel hat in der Box gefehlt.			lernflow
Sprache	language	Er spricht mehrere Sprachen fließend.			lernflow
Produkt	product	Das Produkt wurde ziemlich beliebt.			lernflow
Situation	situation	Die Situation entspannt sich langsam.			lernflow
außerdem	besides	Ich habe Hunger, außerdem bin ich müde.			lernflow
nämlich	you see	Sie hat einen Hund, nämlich einen boxer.			lernflow
international	international	Das internationale Treffen beginnt bald.			lernflow
Anfang	beginning	Der Anfang war schwer für uns alle.			lernflow
sechs	six	Sechs Minuten blieben noch auf der Uhr.			lernflow
nutzen	to use	Er nutzt jede Gelegenheit zum Lernen.			lernflow
sozial	social	Soziale Gerechtigkeit ist ihm wichtig.			lernflow
Folge	result	Dieser Fehler hatte ernste Folgen.			lernflow
Satz	sentence	Der Satz endet mit einem Punkt.			lernflow
manche	some	Manche Leute verstehen das nicht.			lernflow
Verbindung	connection	Die Verbindung klappt ohne Probleme.			lernflow
beschreiben	to describe	Er beschreibt den Vorfall genau.			lernflow
Licht	light	Das Licht erhellt den Raum sofort.			lernflow
ähnlich	similar	Die ähnliche Idee wurde schon genutzt.			lernflow
Regel	rule	Die Regel ist einfach zu verstehen.			lernflow
gegenüber	opposite	Sein Haus liegt gegenüber dem Park.			lernflow
Kollege	colleague	Der Kollege half mir bei der Aufgabe.			lernflow
bisher	until now	Bisher hat er alle Prüfungen bestanden.			lernflow
tief	deep	Der Brunnen im Dorf ist sehr tief.			lernflow
halb	half	Der halbe Weg war schon gegangen.			lernflow
lachen	to laugh	Die Kinder lachen laut im Garten.			lernflow
ebenfalls	likewise	Er trat ebenfalls dem Team bei.			lernflow
sofort	immediately	Er reagierte sofort auf den Anruf.			lernflow
Grenze	border	Die Grenze wurde streng bewacht.			lernflow
ändern	to change	Er ändert seinen Plan in letzter Minute.			lernflow
Entscheidung	decision	Die Entscheidung fiel einstimmig.			lernflow
verlassen	to leave	Er verlässt das Haus um acht Uhr.			lernflow
